id	Titre	Auteur	Date	Source
DT41	Noms des communes de Loir-et-Cher	Villette (Guy)	1992	« L’origine des noms des communes de Loir-et-Cher », dans <i>Hommage à Guy Villette. Quelques études toponymiques et historiques</i>, éd. Marianne Mulon et Gérard Taverdet, s.l., 1992, p. 135-196.
